cas_number,chemical_formula,hill_sorted_formula,preferred_name,aliases,iupac_name,common_name,userid,dtstamp,inchi,class
410095782,C6H5CH2C=CH2,C9H9,C6H5CH2C(&middot;)=CH2,"",1-(phenylmethyl)ethenyl,C6H5CH2C(&middot;)=CH2,"{""Don Burgess""}","{""2004-11-10 13:41:51""}",,
167644271,HCCCS,C3HS,HC#C-C(&middot;)=S,"",1-Thioxo-2-propynyl,HC#C-C(&middot;)=S,"{""Don Burgess""}","{""2004-11-30 13:13:39""}",,
177778926,HClO3,HClO3,O=Cl-OOH,"",Peroxychlorous acid,O=Cl-OOH,"{""Don Burgess""}","{""2004-12-15 15:09:25""}",,
-10167,"",C3H6O2,CH3OCH2CHO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
181633501,Pd(H)CH3,CH4Pd,Pd(H)CH3,"",(methane)palladium,"","{""Don Burgess""}","{""2004-05-17 18:12:49""}",,
183157440,CHNO,CHNO,CO=NH,"",Iminooxoniomethylidyne,CO=NH,"{""Don Burgess""}","{""2004-12-07 12:46:43""}",,
-2249754,C7H11N3,C7H11N3,N-isopropyl-2-aminopyrazine,N-isopropyl-2-aminopyrazine,"",N-isopropyl-2-aminopyrazine,"{""Jeff Hudgens""}","{""2005-01-03 14:01:54""}",,
-10164,"",C3H4ClF3O,CH3OCF2CHFCl,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10163,"",C3H3F5O,CH3OCF2CF3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10162,"",C4H3F7O,CH3OCF2CF2CF3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10161,"",C4H3F7O,CH3OCF(CF3)2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10159,"",CH3Cl2,CH3Cl2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10152,"",C5H8,CH3CH=CHCH=CH2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10150,"",C5H12O2,CH3CH2OCH2OCH2CH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10145,"",C4H8O,CH3CH2CH2CHO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10143,"",C9H20O2,CH3CH2CH2CH2OCH2OCH2CH2CH2CH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
220625274,GeH3CHCH3,C2H7Ge,GeH3CH*CH3,"",1-Germylethyl,GeH3CH*CH3,"{""Don Burgess""}","{""2004-06-16 18:12:52""}",,
222555693,CH2OCl,CH2ClO,(&middot;)CH2OCl,"",Chlorooxymethyl,(&middot;)CH2OCl,"{""Don Burgess""}","{""2004-12-20 15:50:56""}",,
244105382,C13H13CuF6O2,C13H13CuF6O2,Cu(hfac)(eta2-COD),"","Copper (1,2-eta-1,5-cyclooctadiene) hexafluoroacetylacetonate",Cu(hfac)(eta2-COD),"{""Don Burgess""}","{""2004-11-29 16:27:56""}",,
-10141,"",C5H10O,CH3CH2CH2CH2CHO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
244294062,C3H3N3O4,C3H3N3O4,"1,2-dihydro-1,3-dinitroazete","","","1,2-dihydro-1,3-dinitroazete","{""Jeff Hudgens""}","{""2004-12-22 17:09:20""}",,
244294084,C3H3N3O4,C3H3N3O4,"2,3-dihydro-3,3-dinitroazete","","","2,3-dihydro-3,3-dinitroazete","{""Jeff Hudgens""}","{""2004-12-22 17:07:36""}",,
-10139,"",C5H11O,CH3CH2CH2CH2CH2O,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
275826432,CH2CHC(CH3)(OH)CH2,C5H9O,CH2=CHC(CH3)(OH)CH2(&middot;),"",2-Hydroxy-2-methyl-3-butenyl,CH2=CHC(CH3)(OH)CH2(&middot;),"{""Don Burgess""}","{""2004-12-03 17:17:23""}",,
-10138,"",C5H11O2,CH3CH2CH2CH(O)OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
275826443,CH2C(CH3)CH(OH)CH2,C5H9O,CH2=C(CH3)CH(OH)CH2(&middot;),"",2-Hydroxy-3-methyl-3-butenyl,CH2=C(CH3)CH(OH)CH2(&middot;),"{""Don Burgess""}","{""2004-12-03 17:18:12""}",,
275826454,CH2(OH)CH2C(CH3)CH,C5H9O,CH2(OH)CH2C(CH3)=CH(&middot;),"",4-Hydroxy-2-methyl-1-butenyl,CH2(OH)CH2C(CH3)=CH(&middot;),"{""Don Burgess""}","{""2004-12-03 17:15:55""}",,
-10137,"",C5H10O2,CH3CH2CH2C(O)OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
292832781,GeC2H4,C2H4Ge,Ge=CH-CH3,"",Ethylidene germylene,Ge=CH-CH3,"{""Don Burgess""}","{""2004-12-23 14:18:07""}",,
126716674,C8H7,C8H7,2-(&middot;)C6H4C2H3,"",2-Ethenylphenyl,2-(&middot;)C6H4C2H3,"{""Don Burgess""}","{""2004-12-13 15:28:37""}",,
-10135,"",C5H11O2,CH3CH2CH(OH)CH2OCH2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
129944338,Y(CH3)2,C2H6Y,Y(CH3)2,"",Dimethyl Yttrium,Y(CH3)2,"{""Don Burgess""}","{""2004-06-16 16:06:09""}",,
134161845,SiH3O2,H3O2Si,SiH3OO,"",Silyldioxy,SiH3OO,"{""Don Burgess""}","{""2004-12-23 17:08:37""}",,
-10134,"",C5H11O2,CH3CH2CH(O)CH2OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
134736484,C2HNO2,C2HNO2,Nitrosoketene,O=N-CH=C=O,Nitrosoethenone,Nitrosoketene,"{""Don Burgess""}","{""2004-12-07 12:12:12""}",,
135659619,HOPO2,HO3P,HOPO2,"","","","{""Don Burgess""}","{""2004-05-17 18:28:57""}",,
-10133,"",C9H20O2,CH3CH2CH(CH3)OCH2OCH(CH3)CH2CH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
135707050,C8H10CuF6O2P,C8H10CuF6O2P,Cu(hfac)(PMe3),"",Copper (trimethylphosphine) hexafluoroacetylacetonate,Cu(hfac)(PMe3),"{""Don Burgess""}","{""2004-11-29 16:26:05""}",,
137007137,C9H7CuF6O2,C9H7CuF6O2,Cu(hfac)(butyne),"",Copper (2-butyne) hexafluoroacetylacetonate,Cu(hfac)(butyne),"{""Don Burgess""}","{""2004-11-29 16:24:55""}",,
-10132,"",C5H10O2,CH3CH2C(O)CH2OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
137732128,CCOH,C2HO,(&middot;)C#COH,"",Hydroxyethynyl,(&middot;)C#COH,"{""Don Burgess""}","{""2004-11-22 14:40:19""}",,
138853335,OBCO,CBO2,OBCO,"","",OBCO,"{""Jeff Hudgens""}","{""2004-12-15 15:03:25""}",,
-10130,"",C5H11O2,CH3CH(O)CH2CH2OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
139566533,C10H13CuF6O2Si,C10H13CuF6O2Si,Cu(hfac)(VTMS),"",Copper (trimethylvinylsilane) hexafluoroacetylacetonate,Cu(hfac)(VTMS),"{""Don Burgess""}","{""2004-11-29 16:23:40""}",,
141223156,CH4Y,CH4Y,YH(CH3),"",Hydromethyl Yttrium,YH(CH3),"{""Don Burgess""}","{""2004-06-16 11:56:32""}",,
-10124,"",C4H9Cl,CH3CCl(CH3)CH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
173460349,"",C2H4O4,HC(O)OCH2OOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10122,"",C8H10,CH3CC(CH2)2CCCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10121,"",C4H8O3,CH3C(O)OCH2CH2OH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10118,"",C4H6O,CH3C(O)CHCH2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10117,"",C5H10O2,CH3C(O)CH2CH2OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10116,"",C4H6O3,CH3C(=O)C(=O)OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10115,"",C4H8O3,CH3(CH3O)CHCOOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10114,"",C5H10O3,CH3(CH3CH2O)CHCOOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10113,"",C6H13O3,CH3((CH3)2CH2O)CHCOOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10111,"",CH2DS,CH2SD,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10109,"",CH3FS,CH2FSH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10108,"",C2H3F3O,CH2FOCHF2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10107,"",C3H3ClF4O,CH2FOCHClCF3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
146062046,CH2CHCH2O,C3H5O,Oxacyclobutan-3-yl,"",3-Oxetanyl,Oxacyclobutan-3-yl,"{""Don Burgess""}","{""2004-06-22 18:36:12""}",,
-10106,"",C2H2F4O,CH2FOCF3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
148980205,COC,C2O,c-COC,"",Didehydrooxirene,c-COC,"{""Don Burgess""}","{""2004-11-22 14:29:08""}",,
155941096,Y(CO),COY,Y(CO),"","","","{""Don Burgess""}","{""2004-05-14 13:57:26""}",,
-10105,"",C3H3ClF4O,CH2FOCF2CHFCl,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
159119832,BH2CO,CH2BO,BH2C(=O)*,"",Boryloxomethyl,BH2C(=O)*,"{""Don Burgess""}","{""2004-05-19 11:44:22""}",,
159562455,HCCCS,C3HS,HC(&middot;)=C=C=S,"","3-Thioxo-1,2-propadienyl",HC(&middot;)=C=C=S,"{""Don Burgess""}","{""2004-11-30 13:12:43""}",,
-10104,"",CH2DNO2,CH2DONO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
86233741,C13H13CuF6O2,C13H13CuF6O2,Cu(hfac)(eta4-COD),"","Copper (1,2,5,6-eta-1,5-cyclooctadiene) hexafluoroacetylacetonate",Cu(hfac)(eta4-COD),"{""Don Burgess""}","{""2004-11-29 16:28:19""}",,
86392327,NiH(CH3),CH4Ni,NiH(CH3),"","","","{""Don Burgess""}","{""2004-05-14 15:42:54""}",,
-10103,"",C2H4ClO,CH2ClCHOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
87970409,SiSiH2,H2Si2,SiSiH2,"",Disilenyldene,SiSiH2,"{""Don Burgess""}","{""2004-11-30 14:52:06""}",,
88765064,C7H10,C7H10,"(E,Z)-1,3-Cycloheptadiene","","","(E,Z)-1,3-Cycloheptadiene","{""Don Burgess""}","{""2004-11-08 13:10:59""}",,
-10101,"",C3H4Cl2,CH2ClCH=CHCl,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
89124389,C4H8O2,C4H8O2,2-Methyl-2-propenylhydroperoxide,"",2-Methyl-2-propenylhydroperoxide,CH2=C(CH3)CH2OOH,"{""Don Burgess""}","{""2004-12-20 17:29:58""}",,
93895875,PdH(CH3),CH4Pd,PdH(CH3),"",Hydromethylpalladium,"","{""Don Burgess""}","{""2004-05-17 18:13:27""}",,
-77824470,O2,O2,O2(X^3Sigma_g^-),O2(X^3Sigma_g^-),"",O2(X^3Sigma_g^-),"{""Don Burgess""}","{""2005-01-05 11:56:46""}",,
98214858,GeHD,HDGe,GeHD,"",Germylene-d,"","{""Don Burgess""}","{""2004-05-17 17:41:17""}",,
99642770,PtH2,H2Pt,PtH2,"","","","{""Don Burgess""}","{""2004-11-22 15:11:01""}",,
-77824472,O2,O2,O2(b^1Sigma_g^+),O2(b^1Sigma_g^+),"",O2(b^1Sigma_g^+),"{""Don Burgess""}","{""2005-01-05 11:57:25""}",,
101010122,H3NSi,H3NSi,H3N-Si,"","",H3N-Si,"{""Jeff Hudgens""}","{""2004-11-02 17:14:25""}",,
109284357,Ge2F4,F4Ge2,GeF2=GeF2,"",Tetrafluorodigermene,GeF2=GeF2,"{""Don Burgess""}","{""2004-12-17 14:59:47""}",,
-10094,"",C3H4O,CH2CHCOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
109545326,C2S,C2S,C=C=S,"",Thioxoethenylidene,C=C=S,"{""Don Burgess""}","{""2004-12-27 13:18:46""}",,
109545359,C3S,C3S,CCCS,"","3-Thioxo-1,2-propadienylidene",CCCS,"{""Don Burgess""}","{""2004-11-30 13:32:44""}",,
-200321117,C5H2,C5H2,H2C=C=C=C=C:,H2C=C=C=C=C:,"",H2C=C=C=C=C:,"{""Jeff Hudgens""}","{""2005-02-01 16:16:03""}",,
117068129,BH2CH(OH),CH4BO,BH2CH*(OH),"",Borylhydroxymethyl,BH2CH*(OH),"{""Don Burgess""}","{""2004-06-21 17:41:11""}",,
117068130,CH2FO,CH2FO,&middot;CHFOH,"",Fluorohydroxymethyl,(&middot;)CHFOH,"{""Don Burgess""}","{""2004-12-23 18:34:08""}",,
-10089,"",C2H4Mu,CH2CH2Mu,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
123796418,SiH2C(O)O,CH2O2Si,Oxasilacyclopropanone,"",Oxasilacyclopropanone,"","{""Don Burgess""}","{""2004-05-17 17:49:47""}",,
123811610,BH=CH(OH),CH3BO,BH=CH(OH),"",Borylenemethanol,BH=CH(OH),"{""Don Burgess""}","{""2004-05-19 11:46:57""}",,
-10087,"",C5H11O2,CH2CH2CH2CH(OH)OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
124330230,AlH3N(CH3)2(CH2CH3),C4H14AlN,Dimethylethylamine alane,"","Aluminum, (N,N-dimethylethanamine)trihydro-",Dimethylethylamine alane,"{""Don Burgess""}","{""2004-11-19 16:59:53""}",,
60187226,Ni(CH2),CH2Ni,Ni(CH2),"","","","{""Don Burgess""}","{""2004-05-14 15:43:31""}",,
-10086,"",C2H2F2,CH2CF2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
60731115,C3H2,C3H2,HCCH=C:,"","",vinylidenecarbene,"{""Jeff Hudgens""}","{""2004-12-17 09:48:33""}",,
-10085,"",C2H2F,CH2CF,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10084,"",C4H6O,CH2C(CH3)CHO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10083,"",C5H8O2,CH2C(CH3)C(O)OCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10082,"",C4H7Cl,CH2=CHCHClCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10081,"",C6H8,CH2=CHCH=CHCH=CH2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10078,"",C5H8,CH2=CHC(CH3)=CH2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-200321118,C5H2,C5H2,H&middot;C=C=C=C=C&middot;H,H&middot;C=C=C=C=C&middot;H,"",H&middot;C=C=C=C=C&middot;H,"{""Jeff Hudgens""}","{""2005-02-01 16:15:32""}",,
-10076,"",C4H5O,CH2=C(CH3)CO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10075,"",C5H9Cl,CH2=C(CH3)CHClCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10074,"",C5H11O2,CH2(OH)OCH2CH2CH2CH2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
61233190,H4C2O2,C2H4O2,(CH2O)2,"",Formaldehyde dimer,(CH2O)2,"{""Jeff Hudgens""}","{""2004-10-27 11:01:40""}",,
-10073,"",C4H7O2,CH2(OH)C(CH3)CHO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
63583164,Ni(CH3),CH3Ni,Ni(CH3),"","","","{""Don Burgess""}","{""2004-05-14 15:43:14""}",,
2870044,"",C10H14,"Benzene, 2-ethyl-1,3-dimethyl-","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000457,C3SN,C3NS,S-dicyclo-CCNC,"","",S-dicyclo-CCNC,"{""Vadim Knyazev""}","{""2007-07-09 15:53:09.783923""}",,
65064780,C6H4F10O,C6H4F10O,CF3CHFCF2OCH2CF2CHF2,"","2,2,3,3-Tetrafluoropropyl 1,1,2,3,3,3-pentafluoropropyl ether",CF3CHFCF2OCH2CF2CHF2,"{""Vladimir Orkin""}","{""2004-12-05 00:59:14""}",,
-10070,"",C4H8O2,CH(O)OCH(CH3)2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
67536361,GeH(CH3)2CH2,C3H9Ge,GeH(CH3)2CH2*,"",(Dimethylgermyl)methyl,GeH(CH3)2CH2*,"{""Don Burgess""}","{""2004-06-16 18:19:13""}",,
67564367,C4H7N2O3,C4H7N2O3,NH2-C(O)-CH(&middot;)CH(NH2)CO2H,"",2-Amino-1-(aminocarbonyl)-2-carboxyethyl,NH2-C(O)-CH(&middot;)CH(NH2)CO2H,"{""Don Burgess""}","{""2004-12-16 17:54:05""}",,
-200321119,C5H2,C5H2,HCC-CH=C=C:,HCC-CH=C=C:,"",HCC-CH=C=C:,"{""Jeff Hudgens""}","{""2005-02-01 16:19:54""}",,
68355442,Mg(OH)CH3,CH4MgO,Mg(OH)CH3,"",Hydroxymethyl magnesium,Mg(OH)CH3,"{""Don Burgess""}","{""2004-11-29 14:48:47""}",,
70277780,CH3CHC,C3H4,1-Propenylidene,CH3-CH=C:,1-Propenylidene,Methylvinylidene,"{""Don Burgess""}","{""2004-11-09 10:57:06""}",,
-10067,"",C4HF6O2,CF3C(O)OCHCF3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
71572355,HClO,HClO,HClO,"",Chlorosyl hydride,HClO,"{""Don Burgess""}","{""2004-11-19 16:42:20""}",,
74392384,C8H14,C8H14,"(Z)-1,5-Octadiene","","(Z)-1,5-Octadiene","","{""Don Burgess""}","{""2004-11-23 11:32:22""}",,
-10066,"",C4HF6O4,CF3C(O)OCH(OO)CF3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
79723210,CH3B=O,CH3BO,CH3B=O,"",Methyloxoborane,CH3B=O,"{""Don Burgess""}","{""2004-05-19 11:51:24""}",,
80612039,C5H1CuF6O2,C5HCuF6O2,Cu(hfac),"",Copper hexafluoroacetylacetonate,Cu(hfac),"{""Don Burgess""}","{""2004-11-29 16:54:53""}",,
-10064,"",C2F3O,CF2CF=O,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
81323720,SiCl3OH,HCl3OSi,SiCl3OH,"","","","{""Jeff Hudgens""}","{""2004-12-03 17:34:24""}",,
82323931,Ge2H4,H4Ge2,GeH2=GeH2,"",Digermene,GeH2=GeH2,"{""Don Burgess""}","{""2004-12-17 14:57:49""}",,
-10062,"",CDF2,CDF2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
82867854,Si2Cl5,Cl5Si2,Si2Cl5,"",Pentachlorodisilanyl,Si2Cl5,"{""Don Burgess""}","{""2004-12-17 14:33:54""}",,
31586831,CH2CH2CHO,C3H5O,Oxacyclobutan-2-yl,"",2-Oxetanyl,Oxacyclobutan-2-yl,"{""Don Burgess""}","{""2004-06-22 18:35:18""}",,
-10061,"",CD3F,CD3F,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
32520131,H3NSi,H3NSi,SiH2NH,"","",SiH2NH,"{""Jeff Hudgens""}","{""2004-11-02 17:15:29""}",,
-7884,(CH3)3CC(O)O,C5H9O2,(CH3)3CC(O)O,"","","","{""Anatoly Tereza""}","{""2008-10-24 14:52:30.356814""}","",""
32749943,C7H14O,C7H14O,"2,3-DIMETHYLPENTANAL","","2,3-DIMETHYLPENTANAL","","{""Wing Tsang""}","{""2004-09-03 17:48:54""}",,
-10060,"",C2H3D3O,CD3CH2OH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
33945663,GeH2Cl,H2ClGe,GeH2Cl,"",monochlorogermyl radical,chlorogermyl radical,"{""Jeff Hudgens""}","{""2004-10-29 09:47:48""}",,
33968728,CH3COHCH2CH2CH3,C5H11O,CH3C(&middot;)(OH)CH2CH2CH3,2-Hydroxypent-2-yl,1-Hydroxy-1-methylbutyl,CH3C(&middot;)(OH)CH2CH2CH3,"{""Don Burgess""}","{""2004-11-22 12:07:30""}",,
-10059,"",CD2F2,CD2F2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
34089708,C8H7,C8H7,C6H5C(&middot;)=CH2,"",1-Phenylethenyl,C6H5C(&middot;)=CH2,"{""Don Burgess""}","{""2004-12-13 15:38:12""}",,
34363161,C6H5C3H4,C9H9,2-Phenylcyclopropenyl,"",2-Phenylcyclopropenyl,"","{""Don Burgess""}","{""2004-11-10 13:49:18""}",,
-10058,"",CD2F,CD2F,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
36336080,CH3FO,CH3FO,CH3OF,CH3OF,"",methyl hypofluorite,"{""Jeff Hudgens""}","{""2004-10-26 14:51:45""}",,
38816794,C3H6Br,C3H6Br,CH2BrCH2CH2(&middot;),"",3-Bromopropyl,CH2BrCH2CH2(&middot;),"{""Don Burgess""}","{""2004-12-09 14:03:05""}",,
-10057,"",C2D4Mu,CD2CD2Mu,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
173107001,"",C7H13NO5,n-C6H13C(O)OONO2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-20,"",%,Carbonyls,"",,,{NULL},"{""2005-03-07 13:42:27""}",,
-10054,"",C7H9,C6H6CH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10053,"",C6H7O3,C6H6-OH-O2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10052,"",C6H7O,C6H6-OH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10051,"",C6H6O,C6H5OH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10050,"",C9H10O3,C6H5OCH3CHCOOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10049,"",C10H12O3,C6H5OCH3CH2CHCOOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10048,"",C8H8O3,C6H5OCH2COOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10047,"",C10H12O3,C6H5O(CH3)2CCOOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10044,"",C7H5NO5,C6H5CO(O)2NO2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-10043,"",C7H5O3,C6H5CO(O)2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-200438291,C10H11,C10H11,1-Phenylbut-3-en-2-yl,1-Phenylbut-3-en-2-yl,"2,3,3a,7a-Tetrahydro-2,3-methanoinden-7a-yl","","{""Don Burgess""}","{""2005-01-18 14:23:03""}",,
40581939,C12H4Cl4O2,C12H4Cl4O2,"1,4,6,9-Tetrachloro-p-dioxin","","","1,4,6,9-Tetrachloro-p-dioxin","{""Don Burgess""}","{""2004-12-17 13:09:42""}",,
40697992,C5H8S,C5H8S,Thiacyclohex-3-ene,"","3,6-Dihydro-2H-thiopyran",Thiacyclohex-3-ene,"{""Don Burgess""}","{""2004-12-17 11:51:32""}",,
-10040,"",C8H7BrO2,C6H5CHBrCOOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
50983852,OCH2C,C2H2O,c-H2COC,"",Oxiranylidene,c-H2COC,"{""Don Burgess""}","{""2004-11-22 14:25:36""}",,
53826032,SiNH,HNSi,HSiN,"","",HSiN,"{""Jeff Hudgens""}","{""2004-11-02 17:27:16""}",,
-10037,"",C7H7,C6H5CH2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
56598517,C6H6O,C6H6O,"5-Formyl-1,3-cyclopentadiene","","","5-Formyl-1,3-cyclopentadiene","{""Don Burgess""}","{""2004-11-08 12:12:11""}",,
58262901,C6H5C(CH2)2,C9H9,C6H5C(=CH2)CH2(&middot;),"",2-Phenyl-2-propenyl,C6H5C(=CH2)CH2(&middot;),"{""Don Burgess""}","{""2004-11-10 13:45:00""}",,
-10036,"",C7H5NO5,C6H5C(O)O2NO2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
59409813,GeH(CH3)2GeH(CH3)2,C4H14Ge2,GeHMe2GeHMe2,"","1,1,2,2-Tetramethyldigermane",GeHMe2GeHMe2,"{""Don Burgess""}","{""2004-05-17 17:31:13""}",,
18282105,O2Sn,O2Sn,SnO2,"",Stannic Oxide,Tin Oxide,"{""Wing Tsang""}","{""2005-01-04 16:29:59""}",,
-10035,"",C7H5O3,C6H5C(O)O2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
19527083,CH2CHCH,C3H4,2-Propenylidene,CH2=CH-CH:,2-Propenylidene,Vinylmethylene,"{""Don Burgess""}","{""2004-11-09 11:21:33""}",,
19528440,C3H3,C3H3,Cycloprop-1-enyl,"",Cycloprop-1-enyl,"","{""Don Burgess""}","{""2004-11-10 14:09:51""}",,
-10034,"",C7H5ClO,C6H5C(O)Cl,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
20968767,C8H14,C8H14,1-Methyl-2-propenylcyclobutane,"",1-Methyl-2-propenylcyclobutane,"","{""Don Burgess""}","{""2004-11-23 11:31:18""}",,
22516138,C7H10,C7H10,"5-Ethyl-1,3-cyclopentadiene","","","5-Ethyl-1,3-cyclopentadiene","{""Don Burgess""}","{""2004-11-08 12:11:36""}",,
-10033,"",C7H7O,C6H4O(CH3),"",,,{NULL},"{""1999-01-01 12:00:00""}",,
23096164,C9H10,C9H10,Methylcubane,"","",Methylcubane,"{""Don Burgess""}","{""2004-11-08 12:39:32""}",,
23830526,GeH2(CH3)GeH2(CH3),C2H10Ge2,GeH2MeGeH2Me,"","1,2-Dimethyldigermane",GeH2MeGeH2Me,"{""Don Burgess""}","{""2004-05-17 17:32:07""}",,
-10032,"",C4HO2,C3HCOO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
24599573,C6H6O,C6H6O,"2,4-Cyclohexadienone","","2,4-Cyclohexadienone","2,4-Cyclohexadienone","{""Jeff Hudgens""}","{""2004-10-29 12:13:30""}",,
24901664,GeC2H4,C2H4Ge,GeH2(C2H2),"",Germirene,GeH2(C2H2),"{""Don Burgess""}","{""2004-12-23 14:17:27""}",,
-10031,"",C3H3Cl2,C3H3Cl2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
26657192,CH3SCHCH2CH(NH2)CO2H,C5H10NO2S,CH3SC(&middot;)HCH2CH(NH2)CO2H,"",3-Amino-3-carboxy-1-(methylthio)propyl,CH3SC(&middot;)HCH2CH(NH2)CO2H,"{""Don Burgess""}","{""2004-11-10 11:34:50""}",,
27247967,C8H17NO3,C8H17NO3,2-ethylhexyl nitrate,H3C-CH2-CH2-CH2-CH(C2H5)-CH2-O-NO2,2-ethylhexyl nitrate,n-C4H9-CH(C2H5)-CH2-O-NO2,"{""Jeff Manion""}","{""2004-05-19 13:07:19""}",,
-10030,"",C3H3Br2,C3H3Br2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
27575479,HgF,FHg,HgF,FHg;HgF,Mercury fluoride,"","{""Vladimir Orkin""}","{""2004-12-15 21:35:19""}",,
29801658,C8H14,C8H14,"(E)-1,5-Octadiene","","(E)-1,5-Octadiene","","{""Don Burgess""}","{""2004-11-23 11:32:39""}",,
-10029,"",C4HO2,C3COOH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
31452285,SiH3CH2CH2,C2H7Si,SiH3CH2CH2(&middot;),"",2-Silylethyl,SiH3CH2CH2(&middot;),"{""Don Burgess""}","{""2004-11-05 13:15:57""}",,
31452296,GeH3CHCH3,C2H7Ge,GeH3CH2CH2*,"",2-Germylethyl,GeH3CH2CH2*,"{""Don Burgess""}","{""2004-06-16 18:13:47""}",,
-10028,"",C4O2,C3COO,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
